Core, 0
Cumulative Cycles, 24257451            
Cumulative Instructions, 20000000            
Cumulative IPC, 0.82449
Periodic Cycles, 11926575            
Periodic Instructions, 9999992             
Periodic IPC, 0.83846

ST_OP_INV_count,             0
ST_OP_INV_pct,        0.000
ST_OP_INV_total_count,             0
ST_OP_INV_total_pct,        0.000

ST_OP_NOP_count,        899614
ST_OP_NOP_pct,        2.962
ST_OP_NOP_total_count,       1808748
ST_OP_NOP_total_pct,        2.984

ST_OP_CF_count,       6221422
ST_OP_CF_pct,       20.486
ST_OP_CF_total_count,      12416964
ST_OP_CF_total_pct,       20.486

ST_OP_MOV_count,       4037484
ST_OP_MOV_pct,       13.294
ST_OP_MOV_total_count,       8133726
ST_OP_MOV_total_pct,       13.420

ST_OP_CMOV_count,         48289
ST_OP_CMOV_pct,        0.159
ST_OP_CMOV_total_count,         97558
ST_OP_CMOV_total_pct,        0.161

ST_OP_LDA_count,        347806
ST_OP_LDA_pct,        1.145
ST_OP_LDA_total_count,        694259
ST_OP_LDA_total_pct,        1.145

ST_OP_ILD_count,       8248880
ST_OP_ILD_pct,       27.161
ST_OP_ILD_total_count,      16417598
ST_OP_ILD_total_pct,       27.087

ST_OP_IST_count,       2940616
ST_OP_IST_pct,        9.683
ST_OP_IST_total_count,       5867689
ST_OP_IST_total_pct,        9.681

ST_OP_IADD_count,       3391011
ST_OP_IADD_pct,       11.166
ST_OP_IADD_total_count,       6746621
ST_OP_IADD_total_pct,       11.131

ST_OP_IMUL_count,         62934
ST_OP_IMUL_pct,        0.207
ST_OP_IMUL_total_count,        127191
ST_OP_IMUL_total_pct,        0.210

ST_OP_IDIV_count,         30469
ST_OP_IDIV_pct,        0.100
ST_OP_IDIV_total_count,         60988
ST_OP_IDIV_total_pct,        0.101

ST_OP_ICMP_count,       2289704
ST_OP_ICMP_pct,        7.539
ST_OP_ICMP_total_count,       4570808
ST_OP_ICMP_total_pct,        7.541

ST_OP_LOGIC_count,       1685017
ST_OP_LOGIC_pct,        5.548
ST_OP_LOGIC_total_count,       3344455
ST_OP_LOGIC_total_pct,        5.518

ST_OP_SHIFT_count,        166631
ST_OP_SHIFT_pct,        0.549
ST_OP_SHIFT_total_count,        324488
ST_OP_SHIFT_total_pct,        0.535

ST_OP_FLD_count,             0
ST_OP_FLD_pct,        0.000
ST_OP_FLD_total_count,             0
