Core, 0
Cumulative Cycles, 5990403             
Cumulative Instructions, 20000000            
Cumulative IPC, 3.33867
Periodic Cycles, 2996932             
Periodic Instructions, 9999998             
Periodic IPC, 3.33675

EXECUTION_TIME_count,  936541250000
EXECUTION_TIME_total_count, 1872000937500

NODE_CYCLE_count,       2996932
NODE_CYCLE_total_count,       5990403

NODE_INST_COUNT_count,       9999998
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,       9999998
NODE_INST_COUNT_FETCHED_total_count,      20000000

NODE_UOP_COUNT_count,      10021203
NODE_UOP_COUNT_total_count,      20042575

FULL_WINDOW_STALL_count,         77674
FULL_WINDOW_STALL_pct,        2.592
FULL_WINDOW_STALL_total_count,        150093
FULL_WINDOW_STALL_total_pct,        2.506

FULL_WINDOW_MEM_OP_count,         69343
FULL_WINDOW_MEM_OP_pct,       92.896
FULL_WINDOW_MEM_OP_total_count,        132067
FULL_WINDOW_MEM_OP_total_pct,       92.065

FULL_WINDOW_FP_OP_count,          5303
FULL_WINDOW_FP_OP_pct,        7.104
FULL_WINDOW_FP_OP_total_count,         11383
FULL_WINDOW_FP_OP_total_pct,        7.935

FULL_WINDOW_OTHER_OP_count,             0
FULL_WINDOW_OTHER_OP_pct,        0.000
FULL_WINDOW_OTHER_OP_total_count,             0
FULL_WINDOW_OTHER_OP_total_pct,        0.000
FULL_WINDOW_OTHER_OP_sum_count,         74646
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,        143450
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.07
FULL_WINDOW_OTHER_OP_stddev,         0.25
FULL_WINDOW_OTHER_OP_total_mean,         0.08
FULL_WINDOW_OTHER_OP_total_stddev,         0.26

RET_BLOCKED_DC_MISS_count,        435808
RET_BLOCKED_DC_MISS_pct,       14.542
RET_BLOCKED_DC_MISS_total_count,        860910
RET_BLOCKED_DC_MISS_total_pct,       14.371

RET_BLOCKED_L1_MISS_count,        104530
RET_BLOCKED_L1_MISS_pct,        3.488
RET_BLOCKED_L1_MISS_total_count,        178630
RET_BLOCKED_L1_MISS_total_pct,        2.982

RET_BLOCKED_L1_MISS_BW_PREF_count,             0
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.000
RET_BLOCKED_L1_MISS_BW_PREF_total_count,             0
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.000

RET_BLOCKED_L1_ACCESS_count,        331278
RET_BLOCKED_L1_ACCESS_pct,       11.054
RET_BLOCKED_L1_ACCESS_total_count,        682282
RET_BLOCKED_L1_ACCESS_total_pct,       11.390

RET_BLOCKED_MEM_STALL_count,        104530
RET_BLOCKED_MEM_STALL_pct,        3.488
RET_BLOCKED_MEM_STALL_total_count,        178630
RET_BLOCKED_MEM_STALL_total_pct,        2.982

RET_BLOCKED_OFFCHIP_DEMAND_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_pct,        0.000
RET_BLOCKED_OFFCHIP_DEMAND_total_count,             0
RET_BLOCKED_OFFCHIP_DEMAND_total_pct,        0.000

OP_ISSUED_count,      10022631
OP_ISSUED_total_count,      20047615

OP_RETIRED_count,      10021203
OP_RETIRED_total_count,      20042575

REPLAY_SIGNALED_count,             0
REPLAY_SIGNALED_total_count,             0

REPLAY_COUNTED_count,             0
REPLAY_COUNTED_total_count,             0

OFF_CRITICAL_PATH_count,             0
OFF_CRITICAL_PATH_pct,         -nan
OFF_CRITICAL_PATH_total_count,             0
OFF_CRITICAL_PATH_total_pct,         -nan

