Core, 0
Cumulative Cycles, 5264107             
Cumulative Instructions, 20000000            
Cumulative IPC, 3.79931
Periodic Cycles, 2613016             
Periodic Instructions, 9999999             
Periodic IPC, 3.82699

MISS_WAIT_TIME_count,    3108354943
MISS_WAIT_TIME_total_count,    4443328824

ICACHE_STAGE_MISS_count,           821
ICACHE_STAGE_MISS_total_count,          2519

ICACHE_CYCLE_count,       2613016
ICACHE_CYCLE_total_count,       5264107

TCACHE_CYCLE_count,             0
TCACHE_CYCLE_total_count,             0

ICACHE_CYCLE_ONPATH_count,       2267019
ICACHE_CYCLE_ONPATH_pct,       86.759
ICACHE_CYCLE_ONPATH_total_count,       4534836
ICACHE_CYCLE_ONPATH_total_pct,       86.146

ICACHE_CYCLE_OFFPATH_count,        345997
ICACHE_CYCLE_OFFPATH_pct,       13.241
ICACHE_CYCLE_OFFPATH_total_count,        729271
ICACHE_CYCLE_OFFPATH_total_pct,       13.854
ICACHE_CYCLE_OFFPATH_sum_count,       2613016
ICACHE_CYCLE_OFFPATH_sum_pct,      100.000
ICACHE_CYCLE_OFFPATH_sum_total_count,       5264107
ICACHE_CYCLE_OFFPATH_sum_total_pct,      100.000
ICACHE_CYCLE_OFFPATH_mean,         0.13
ICACHE_CYCLE_OFFPATH_stddev,         0.32
ICACHE_CYCLE_OFFPATH_total_mean,         0.14
ICACHE_CYCLE_OFFPATH_total_stddev,         0.32

FETCH_ON_PATH_count,       2114960
FETCH_ON_PATH_pct,       87.346
FETCH_ON_PATH_total_count,       4249077
FETCH_ON_PATH_total_pct,       86.729

FETCH_OFF_PATH_count,        306386
FETCH_OFF_PATH_pct,       12.654
FETCH_OFF_PATH_total_count,        650184
FETCH_OFF_PATH_total_pct,       13.271
FETCH_OFF_PATH_sum_count,       2421346
FETCH_OFF_PATH_sum_pct,      100.000
FETCH_OFF_PATH_sum_total_count,       4899261
FETCH_OFF_PATH_sum_total_pct,      100.000
FETCH_OFF_PATH_mean,         0.13
FETCH_OFF_PATH_stddev,         0.31
FETCH_OFF_PATH_total_mean,         0.13
FETCH_OFF_PATH_total_stddev,         0.32

FETCHED_OPS_ON_PATH_count,             0
FETCHED_OPS_ON_PATH_pct,         -nan
FETCHED_OPS_ON_PATH_total_count,             0
FETCHED_OPS_ON_PATH_total_pct,         -nan

FETCHED_OPS_OFF_PATH_count,             0
FETCHED_OPS_OFF_PATH_pct,         -nan
FETCHED_OPS_OFF_PATH_total_count,             0
FETCHED_OPS_OFF_PATH_total_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_count,             0
FETCHED_OPS_OFF_PATH_sum_pct,         -nan
