Core, 0
Cumulative Cycles, 5264107             
Cumulative Instructions, 20000000            
Cumulative IPC, 3.79931
Periodic Cycles, 2613016             
Periodic Instructions, 9999999             
Periodic IPC, 3.82699

ICACHE_MISS_count,           822
ICACHE_MISS_pct,        0.741
ICACHE_MISS_total_count,          2520
ICACHE_MISS_total_pct,        1.015

ICACHE_HIT_count,        110146
ICACHE_HIT_pct,       99.259
ICACHE_HIT_total_count,        245759
ICACHE_HIT_total_pct,       98.985
ICACHE_HIT_sum_count,        110968
ICACHE_HIT_sum_pct,      100.000
ICACHE_HIT_sum_total_count,        248279
ICACHE_HIT_sum_total_pct,      100.000
ICACHE_HIT_mean,         0.99
ICACHE_HIT_stddev,         0.99
ICACHE_HIT_total_mean,         0.99
ICACHE_HIT_total_stddev,         0.98

ICACHE_MISS_ONPATH_count,           638
ICACHE_MISS_ONPATH_pct,       77.616
ICACHE_MISS_ONPATH_total_count,          1900
ICACHE_MISS_ONPATH_total_pct,       75.397

ICACHE_MISS_OFFPATH_count,           184
ICACHE_MISS_OFFPATH_pct,       22.384
ICACHE_MISS_OFFPATH_total_count,           620
ICACHE_MISS_OFFPATH_total_pct,       24.603
ICACHE_MISS_OFFPATH_sum_count,           822
ICACHE_MISS_OFFPATH_sum_pct,      100.000
ICACHE_MISS_OFFPATH_sum_total_count,          2520
ICACHE_MISS_OFFPATH_sum_total_pct,      100.000
ICACHE_MISS_OFFPATH_mean,         0.22
ICACHE_MISS_OFFPATH_stddev,         0.38
ICACHE_MISS_OFFPATH_total_mean,         0.25
ICACHE_MISS_OFFPATH_total_stddev,         0.39

ICACHE_MISS_NOT_PREFETCHED_count,             7
ICACHE_MISS_NOT_PREFETCHED_pct,        0.853
ICACHE_MISS_NOT_PREFETCHED_total_count,            78
ICACHE_MISS_NOT_PREFETCHED_total_pct,        3.138

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_IFETCH_total_pct,        0.000

ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_pct,        0.000
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_count,             0
ICACHE_MISS_PREFETCHED_AND_EVICTED_BY_FDIP_total_pct,        0.000

ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_count,           224
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_pct,       27.284
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_count,           686
ICACHE_MISS_MSHR_HIT_PREFETCHED_OFFPATH_total_pct,       27.595

ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_count,           590
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_pct,       71.864
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_count,          1722
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_pct,       69.268
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_count,           821
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_count,          2486
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_sum_total_pct,      100.000
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_mean,         3.69
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_stddev,         3.16
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_mean,         3.60
ICACHE_MISS_MSHR_HIT_PREFETCHED_ONPATH_total_stddev,         3.03

ICACHE_HIT_ONPATH_count,         77710
ICACHE_HIT_ONPATH_pct,       70.552
ICACHE_HIT_ONPATH_total_count,        172174
ICACHE_HIT_ONPATH_total_pct,       70.058

ICACHE_HIT_OFFPATH_count,         32436
ICACHE_HIT_OFFPATH_pct,       29.448
ICACHE_HIT_OFFPATH_total_count,         73585
ICACHE_HIT_OFFPATH_total_pct,       29.942
ICACHE_HIT_OFFPATH_sum_count,        110146
ICACHE_HIT_OFFPATH_sum_pct,      100.000
ICACHE_HIT_OFFPATH_sum_total_count,        245759
ICACHE_HIT_OFFPATH_sum_total_pct,      100.000
ICACHE_HIT_OFFPATH_mean,         0.29
ICACHE_HIT_OFFPATH_stddev,         0.41
ICACHE_HIT_OFFPATH_total_mean,         0.30
ICACHE_HIT_OFFPATH_total_stddev,         0.42

ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_pct,         -nan
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_count,             0
ICACHE_HIT_ONPATH_SAT_BY_OFFPATH_total_pct,         -nan

