Core, 0
Cumulative Cycles, 12137095            
Cumulative Instructions, 20000000            
Cumulative IPC, 1.64784
Periodic Cycles, 6143433             
Periodic Instructions, 9999997             
Periodic IPC, 1.62775

EXECUTION_TIME_count, 1919822812500
EXECUTION_TIME_total_count, 3792842187500

NODE_CYCLE_count,       6143433
NODE_CYCLE_total_count,      12137095

NODE_INST_COUNT_count,       9999997
NODE_INST_COUNT_total_count,      20000000

NODE_INST_COUNT_FETCHED_count,       5653247
NODE_INST_COUNT_FETCHED_total_count,      11712088

NODE_UOP_COUNT_count,      24369103
NODE_UOP_COUNT_total_count,      47618888

FULL_WINDOW_STALL_count,       3788743
FULL_WINDOW_STALL_pct,       61.671
FULL_WINDOW_STALL_total_count,       7260549
FULL_WINDOW_STALL_total_pct,       59.821

FULL_WINDOW_MEM_OP_count,        195886
FULL_WINDOW_MEM_OP_pct,       98.925
FULL_WINDOW_MEM_OP_total_count,        434590
FULL_WINDOW_MEM_OP_total_pct,       98.962

FULL_WINDOW_FP_OP_count,          1457
FULL_WINDOW_FP_OP_pct,        0.736
FULL_WINDOW_FP_OP_total_count,          3193
FULL_WINDOW_FP_OP_total_pct,        0.727

FULL_WINDOW_OTHER_OP_count,           672
FULL_WINDOW_OTHER_OP_pct,        0.339
FULL_WINDOW_OTHER_OP_total_count,          1366
FULL_WINDOW_OTHER_OP_total_pct,        0.311
FULL_WINDOW_OTHER_OP_sum_count,        198015
FULL_WINDOW_OTHER_OP_sum_pct,      100.000
FULL_WINDOW_OTHER_OP_sum_total_count,        439149
FULL_WINDOW_OTHER_OP_sum_total_pct,      100.000
FULL_WINDOW_OTHER_OP_mean,         0.01
FULL_WINDOW_OTHER_OP_stddev,         0.14
FULL_WINDOW_OTHER_OP_total_mean,         0.01
FULL_WINDOW_OTHER_OP_total_stddev,         0.14

RET_BLOCKED_DC_MISS_count,        234217
RET_BLOCKED_DC_MISS_pct,        3.812
RET_BLOCKED_DC_MISS_total_count,        568749
RET_BLOCKED_DC_MISS_total_pct,        4.686

RET_BLOCKED_L1_MISS_count,        117571
RET_BLOCKED_L1_MISS_pct,        1.914
RET_BLOCKED_L1_MISS_total_count,        356896
RET_BLOCKED_L1_MISS_total_pct,        2.941

RET_BLOCKED_L1_MISS_BW_PREF_count,          3255
RET_BLOCKED_L1_MISS_BW_PREF_pct,        0.053
RET_BLOCKED_L1_MISS_BW_PREF_total_count,         42925
RET_BLOCKED_L1_MISS_BW_PREF_total_pct,        0.354

RET_BLOCKED_L1_ACCESS_count,        120480
RET_BLOCKED_L1_ACCESS_pct,        1.961
RET_BLOCKED_L1_ACCESS_total_count,        254637
