Core, 0
Cumulative Cycles, 12083366            
Cumulative Instructions, 20000000            
Cumulative IPC, 1.65517
Periodic Cycles, 6161115             
Periodic Instructions, 9999999             
Periodic IPC, 1.62308

MISS_WAIT_TIME_count,             0
MISS_WAIT_TIME_total_count,       2906653

ICACHE_STAGE_MISS_count,             0
ICACHE_STAGE_MISS_total_count,            21

ICACHE_CYCLE_count,       6161115
ICACHE_CYCLE_total_count,      12083366

TCACHE_CYCLE_count,             0
TCACHE_CYCLE_total_count,             0

ICACHE_CYCLE_ONPATH_count,       6161115
ICACHE_CYCLE_ONPATH_pct,      100.000
ICACHE_CYCLE_ONPATH_total_count,      12080796
ICACHE_CYCLE_ONPATH_total_pct,       99.979

ICACHE_CYCLE_OFFPATH_count,             0
ICACHE_CYCLE_OFFPATH_pct,        0.000
ICACHE_CYCLE_OFFPATH_total_count,          2570
ICACHE_CYCLE_OFFPATH_total_pct,        0.021
ICACHE_CYCLE_OFFPATH_sum_count,       6161115
ICACHE_CYCLE_OFFPATH_sum_pct,      100.000
ICACHE_CYCLE_OFFPATH_sum_total_count,      12083366
ICACHE_CYCLE_OFFPATH_sum_total_pct,      100.000
ICACHE_CYCLE_OFFPATH_mean,         0.00
ICACHE_CYCLE_OFFPATH_stddev,         0.00
ICACHE_CYCLE_OFFPATH_total_mean,         0.00
ICACHE_CYCLE_OFFPATH_total_stddev,         0.01

FETCH_ON_PATH_count,       1722212
FETCH_ON_PATH_pct,      100.000
FETCH_ON_PATH_total_count,       3445311
FETCH_ON_PATH_total_pct,       99.985

FETCH_OFF_PATH_count,             0
FETCH_OFF_PATH_pct,        0.000
FETCH_OFF_PATH_total_count,           526
FETCH_OFF_PATH_total_pct,        0.015
FETCH_OFF_PATH_sum_count,       1722212
FETCH_OFF_PATH_sum_pct,      100.000
FETCH_OFF_PATH_sum_total_count,       3445837
FETCH_OFF_PATH_sum_total_pct,      100.000
FETCH_OFF_PATH_mean,         0.00
FETCH_OFF_PATH_stddev,         0.00
FETCH_OFF_PATH_total_mean,         0.00
FETCH_OFF_PATH_total_stddev,         0.01

FETCHED_OPS_ON_PATH_count,             0
FETCHED_OPS_ON_PATH_pct,         -nan
FETCHED_OPS_ON_PATH_total_count,             0
FETCHED_OPS_ON_PATH_total_pct,         -nan

FETCHED_OPS_OFF_PATH_count,             0
FETCHED_OPS_OFF_PATH_pct,         -nan
FETCHED_OPS_OFF_PATH_total_count,             0
FETCHED_OPS_OFF_PATH_total_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_count,             0
FETCHED_OPS_OFF_PATH_sum_pct,         -nan
FETCHED_OPS_OFF_PATH_sum_total_count,             0
FETCHED_OPS_OFF_PATH_sum_total_pct,         -nan
FETCHED_OPS_OFF_PATH_mean,         -nan
FETCHED_OPS_OFF_PATH_stddev,         -nan
FETCHED_OPS_OFF_PATH_total_mean,         -nan
FETCHED_OPS_OFF_PATH_total_stddev,         -nan

INST_LOST_FETCH_count,      11980974
INST_LOST_FETCH_pct,       19.446
INST_LOST_FETCH_total_count,      23962788
INST_LOST_FETCH_total_pct,       19.831

INST_LOST_OFF_PATH_count,             0
INST_LOST_OFF_PATH_pct,        0.000
INST_LOST_OFF_PATH_total_count,          3126
INST_LOST_OFF_PATH_total_pct,        0.003

INST_LOST_FULL_WINDOW_count,             0
INST_LOST_FULL_WINDOW_pct,        0.000
INST_LOST_FULL_WINDOW_total_count,            20
INST_LOST_FULL_WINDOW_total_pct,        0.000

INST_LOST_ROB_STALL_OTHER_count,      13718990
INST_LOST_ROB_STALL_OTHER_pct,       22.267
INST_LOST_ROB_STALL_OTHER_total_count,      26964650
INST_LOST_ROB_STALL_OTHER_total_pct,       22.316

INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_RECOVERY_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_REDIRECT_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_total_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_GAP_FILL_total_pct,        0.000

INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_count,             0
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_pct,        0.000
INST_LOST_ROB_STALL_WAIT_FOR_L1_MISS_total_count,             0
