Core, 0
Cumulative Cycles, 6322773             
Cumulative Instructions, 20000000            
Cumulative IPC, 3.16317
Periodic Cycles, 2960034             
Periodic Instructions, 10000000            
Periodic IPC, 3.37834

POWER_STATS_BEGIN_count,             0
POWER_STATS_BEGIN_total_count,             0

POWER_TIME_count,  925010625000
POWER_TIME_total_count, 1975866562500

POWER_CYCLE_count,       2960034
POWER_CYCLE_total_count,       6322773

POWER_ITLB_ACCESS_count,         28018
POWER_ITLB_ACCESS_total_count,         53555

POWER_DTLB_ACCESS_count,        577476
POWER_DTLB_ACCESS_total_count,       1203701

POWER_ICACHE_ACCESS_count,         28018
POWER_ICACHE_ACCESS_total_count,         53555

POWER_ICACHE_MISS_count,             0
POWER_ICACHE_MISS_total_count,            73

POWER_BTB_READ_count,             0
POWER_BTB_READ_total_count,             0

POWER_BTB_WRITE_count,         18075
POWER_BTB_WRITE_total_count,         38243

POWER_ROB_READ_count,      11257242
POWER_ROB_READ_total_count,      23008729

POWER_ROB_WRITE_count,      11257242
POWER_ROB_WRITE_total_count,      23008729

POWER_RENAME_READ_count,      22514484
POWER_RENAME_READ_total_count,      46017458

POWER_RENAME_WRITE_count,      11257242
POWER_RENAME_WRITE_total_count,      23008729

POWER_FP_RENAME_READ_count,             0
POWER_FP_RENAME_READ_total_count,             0

POWER_FP_RENAME_WRITE_count,             0
POWER_FP_RENAME_WRITE_total_count,             0

POWER_FUNCTION_CALL_count,            44
POWER_FUNCTION_CALL_total_count,            68

POWER_INST_WINDOW_READ_count,      11257242
POWER_INST_WINDOW_READ_total_count,      23008729

POWER_INST_WINDOW_WRITE_count,      11257242
POWER_INST_WINDOW_WRITE_total_count,      23008729

POWER_INT_REGFILE_READ_count,      18095491
POWER_INT_REGFILE_READ_total_count,      38064999

POWER_INT_REGFILE_WRITE_count,      12103747
POWER_INT_REGFILE_WRITE_total_count,      24474348

POWER_IALU_ACCESS_count,      11256424
POWER_IALU_ACCESS_total_count,      23007277

POWER_CDB_IALU_ACCESS_count,      11256424
POWER_CDB_IALU_ACCESS_total_count,      23007277

POWER_MUL_ACCESS_count,           818
POWER_MUL_ACCESS_total_count,          1452

POWER_CDB_MUL_ACCESS_count,           818
POWER_CDB_MUL_ACCESS_total_count,          1452

POWER_FP_INST_WINDOW_WRITE_count,             0
POWER_FP_INST_WINDOW_WRITE_total_count,             0

POWER_FP_INST_WINDOW_READ_count,             0
POWER_FP_INST_WINDOW_READ_total_count,             0

POWER_FP_REGFILE_READ_count,             0
POWER_FP_REGFILE_READ_total_count,             0

POWER_FP_REGFILE_WRITE_count,             0
POWER_FP_REGFILE_WRITE_total_count,             0

POWER_FPU_ACCESS_count,             0
POWER_FPU_ACCESS_total_count,             0

POWER_CDB_FPU_ACCESS_count,             0
POWER_CDB_FPU_ACCESS_total_count,             0

POWER_DCACHE_READ_ACCESS_count,       2501362
POWER_DCACHE_READ_ACCESS_total_count,       5245811

POWER_DCACHE_WRITE_ACCESS_count,        575017
POWER_DCACHE_WRITE_ACCESS_total_count,       1198806

POWER_DCACHE_READ_MISS_count,         56833
POWER_DCACHE_READ_MISS_total_count,        209266

POWER_DCACHE_WRITE_MISS_count,          9498
POWER_DCACHE_WRITE_MISS_total_count,         31083

POWER_MLC_READ_ACCESS_count,             0
POWER_MLC_READ_ACCESS_total_count,             0

POWER_MLC_WRITE_ACCESS_count,             0
POWER_MLC_WRITE_ACCESS_total_count,             0

POWER_MLC_READ_MISS_count,             0
POWER_MLC_READ_MISS_total_count,             0

POWER_MLC_WRITE_MISS_count,             0
POWER_MLC_WRITE_MISS_total_count,             0

POWER_LLC_READ_ACCESS_count,          4978
POWER_LLC_READ_ACCESS_total_count,         14885

POWER_LLC_WRITE_ACCESS_count,           835
POWER_LLC_WRITE_ACCESS_total_count,           878

POWER_LLC_READ_MISS_count,          3223
POWER_LLC_READ_MISS_total_count,          9388

POWER_LLC_WRITE_MISS_count,             0
POWER_LLC_WRITE_MISS_total_count,             0

POWER_MEMORY_ACCESS_count,             0
POWER_MEMORY_ACCESS_total_count,             0

POWER_MEMORY_READ_ACCESS_count,             0
POWER_MEMORY_READ_ACCESS_total_count,             0

POWER_MEMORY_WRITE_ACCESS_count,             0
POWER_MEMORY_WRITE_ACCESS_total_count,             0

POWER_INST_WINDOW_WAKEUP_ACCESS_count,      11257242
POWER_INST_WINDOW_WAKEUP_ACCESS_total_count,      23008729

POWER_FP_INST_WINDOW_WAKEUP_ACCESS_count,             0
POWER_FP_INST_WINDOW_WAKEUP_ACCESS_total_count,             0

POWER_L1DIREC_READ_ACCESS_count,             0
POWER_L1DIREC_READ_ACCESS_total_count,             0

POWER_L1DIREC_WRITE_ACCESS_count,             0
POWER_L1DIREC_WRITE_ACCESS_total_count,             0

POWER_L1DIREC_READ_MISS_count,             0
POWER_L1DIREC_READ_MISS_total_count,             0

POWER_L1DIREC_WRITE_MISS_count,             0
POWER_L1DIREC_WRITE_MISS_total_count,             0

POWER_L2DIREC_READ_ACCESS_count,             0
POWER_L2DIREC_READ_ACCESS_total_count,             0

POWER_L2DIREC_WRITE_ACCESS_count,             0
POWER_L2DIREC_WRITE_ACCESS_total_count,             0

POWER_L2DIREC_READ_MISS_count,             0
POWER_L2DIREC_READ_MISS_total_count,             0

POWER_L2DIREC_WRITE_MISS_count,             0
POWER_L2DIREC_WRITE_MISS_total_count,             0

POWER_MEMORY_CTRL_ACCESS_count,          3223
POWER_MEMORY_CTRL_ACCESS_total_count,          9388

POWER_MEMORY_CTRL_READ_count,          3223
POWER_MEMORY_CTRL_READ_total_count,          9388

POWER_MEMORY_CTRL_WRITE_count,             0
POWER_MEMORY_CTRL_WRITE_total_count,             0

POWER_OP_count,      11257242
POWER_OP_total_count,      23008729

POWER_INT_OP_count,       6179112
POWER_INT_OP_total_count,      12125999

POWER_FP_OP_count,       5074476
POWER_FP_OP_total_count,      10873067

POWER_LD_OP_count,       2517371
POWER_LD_OP_total_count,       5279872

POWER_ST_OP_count,        577476
POWER_ST_OP_total_count,       1203701

POWER_BRANCH_MISPREDICT_count,         18075
POWER_BRANCH_MISPREDICT_total_count,         38243

POWER_COMMITTED_OP_count,      10590245
POWER_COMMITTED_OP_total_count,      21551740

POWER_COMMITTED_INT_OP_count,       5677111
POWER_COMMITTED_INT_OP_total_count,      11025763

POWER_COMMITTED_FP_OP_count,       4913134
POWER_COMMITTED_FP_OP_total_count,      10525977

POWER_BRANCH_OP_count,        494499
POWER_BRANCH_OP_total_count,       1044873

POWER_DRAM_PRECHARGE_count,           159
POWER_DRAM_PRECHARGE_total_count,           603

POWER_DRAM_ACTIVATE_count,           290
POWER_DRAM_ACTIVATE_total_count,          1222

POWER_DRAM_READ_count,          3223
POWER_DRAM_READ_total_count,          9388

POWER_DRAM_WRITE_count,             0
POWER_DRAM_WRITE_total_count,             0

POWER_STATS_END_count,             0
POWER_STATS_END_total_count,             0

ENERGY_value,      0.000000
ENERGY_total_value,      0.000000

ENERGY_CORE_value,      0.000000
ENERGY_CORE_total_value,      0.000000

ENERGY_UNCORE_value,      0.000000
ENERGY_UNCORE_total_value,      0.000000

ENERGY_MEMORY_value,      0.000000
ENERGY_MEMORY_total_value,      0.000000

ENERGY_OTHER_value,      0.000000
ENERGY_OTHER_total_value,      0.000000

ENERGY_CORE_STATIC_value,      0.000000
ENERGY_CORE_STATIC_total_value,      0.000000

ENERGY_CORE_DYNAMIC_value,      0.000000
ENERGY_CORE_DYNAMIC_total_value,      0.000000

ENERGY_UNCORE_STATIC_value,      0.000000
ENERGY_UNCORE_STATIC_total_value,      0.000000

ENERGY_UNCORE_DYNAMIC_value,      0.000000
ENERGY_UNCORE_DYNAMIC_total_value,      0.000000

ENERGY_MEMORY_STATIC_value,      0.000000
ENERGY_MEMORY_STATIC_total_value,      0.000000

ENERGY_MEMORY_DYNAMIC_value,      0.000000
ENERGY_MEMORY_DYNAMIC_total_value,      0.000000

ENERGY_OTHER_STATIC_value,      0.000000
ENERGY_OTHER_STATIC_total_value,      0.000000

ENERGY_OTHER_DYNAMIC_value,      0.000000
ENERGY_OTHER_DYNAMIC_total_value,      0.000000

TIME_value,      0.000000
TIME_total_value,      0.000000

ENERGY_STATS_END_count,             0
ENERGY_STATS_END_total_count,             0



