Core, 0
Cumulative Cycles, 6912563             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.89328
Periodic Cycles, 3325337             
Periodic Instructions, 10000000            
Periodic IPC, 3.00721

POWER_STATS_BEGIN_count,             0
POWER_STATS_BEGIN_total_count,             0

POWER_TIME_count, 1039167812500
POWER_TIME_total_count, 2160175937500

POWER_CYCLE_count,       3325337
POWER_CYCLE_total_count,       6912563

POWER_ITLB_ACCESS_count,        120569
POWER_ITLB_ACCESS_total_count,        241902

POWER_DTLB_ACCESS_count,        419052
POWER_DTLB_ACCESS_total_count,        841735

POWER_ICACHE_ACCESS_count,        120569
POWER_ICACHE_ACCESS_total_count,        241902

POWER_ICACHE_MISS_count,           160
POWER_ICACHE_MISS_total_count,           773

POWER_BTB_READ_count,             0
POWER_BTB_READ_total_count,             0

POWER_BTB_WRITE_count,         17937
POWER_BTB_WRITE_total_count,         39966

POWER_ROB_READ_count,      11763566
POWER_ROB_READ_total_count,      23810301

POWER_ROB_WRITE_count,      11763566
POWER_ROB_WRITE_total_count,      23810301

POWER_RENAME_READ_count,      23527132
POWER_RENAME_READ_total_count,      47620602

POWER_RENAME_WRITE_count,      11763566
POWER_RENAME_WRITE_total_count,      23810301

POWER_FP_RENAME_READ_count,             0
POWER_FP_RENAME_READ_total_count,             0

POWER_FP_RENAME_WRITE_count,             0
POWER_FP_RENAME_WRITE_total_count,             0

POWER_FUNCTION_CALL_count,         26063
POWER_FUNCTION_CALL_total_count,         52709

POWER_INST_WINDOW_READ_count,      11763566
POWER_INST_WINDOW_READ_total_count,      23810301

POWER_INST_WINDOW_WRITE_count,      11763566
POWER_INST_WINDOW_WRITE_total_count,      23810301

POWER_INT_REGFILE_READ_count,      15877333
POWER_INT_REGFILE_READ_total_count,      32141720

POWER_INT_REGFILE_WRITE_count,       9780643
POWER_INT_REGFILE_WRITE_total_count,      19792314

POWER_IALU_ACCESS_count,      11761549
POWER_IALU_ACCESS_total_count,      23806290

POWER_CDB_IALU_ACCESS_count,      11761549
POWER_CDB_IALU_ACCESS_total_count,      23806290

POWER_MUL_ACCESS_count,          2017
POWER_MUL_ACCESS_total_count,          4011

POWER_CDB_MUL_ACCESS_count,          2017
POWER_CDB_MUL_ACCESS_total_count,          4011

POWER_FP_INST_WINDOW_WRITE_count,             0
POWER_FP_INST_WINDOW_WRITE_total_count,             0

POWER_FP_INST_WINDOW_READ_count,             0
POWER_FP_INST_WINDOW_READ_total_count,             0

POWER_FP_REGFILE_READ_count,             0
POWER_FP_REGFILE_READ_total_count,             0

POWER_FP_REGFILE_WRITE_count,             0
POWER_FP_REGFILE_WRITE_total_count,             0

POWER_FPU_ACCESS_count,             0
POWER_FPU_ACCESS_total_count,             0

POWER_CDB_FPU_ACCESS_count,             0
POWER_CDB_FPU_ACCESS_total_count,             0

POWER_DCACHE_READ_ACCESS_count,       3595608
POWER_DCACHE_READ_ACCESS_total_count,       7280091

POWER_DCACHE_WRITE_ACCESS_count,        417963
POWER_DCACHE_WRITE_ACCESS_total_count,        839273

POWER_DCACHE_READ_MISS_count,          7376
POWER_DCACHE_READ_MISS_total_count,         21626

POWER_DCACHE_WRITE_MISS_count,             9
POWER_DCACHE_WRITE_MISS_total_count,           407

POWER_MLC_READ_ACCESS_count,             0
POWER_MLC_READ_ACCESS_total_count,             0

POWER_MLC_WRITE_ACCESS_count,             0
POWER_MLC_WRITE_ACCESS_total_count,             0

POWER_MLC_READ_MISS_count,             0
POWER_MLC_READ_MISS_total_count,             0

POWER_MLC_WRITE_MISS_count,             0
POWER_MLC_WRITE_MISS_total_count,             0

POWER_LLC_READ_ACCESS_count,          1287
POWER_LLC_READ_ACCESS_total_count,          7043

POWER_LLC_WRITE_ACCESS_count,             0
POWER_LLC_WRITE_ACCESS_total_count,             0

POWER_LLC_READ_MISS_count,          1147
POWER_LLC_READ_MISS_total_count,          6478

POWER_LLC_WRITE_MISS_count,             0
POWER_LLC_WRITE_MISS_total_count,             0

POWER_MEMORY_ACCESS_count,             0
POWER_MEMORY_ACCESS_total_count,             0

POWER_MEMORY_READ_ACCESS_count,             0
POWER_MEMORY_READ_ACCESS_total_count,             0

POWER_MEMORY_WRITE_ACCESS_count,             0
POWER_MEMORY_WRITE_ACCESS_total_count,             0

POWER_INST_WINDOW_WAKEUP_ACCESS_count,      11763566
POWER_INST_WINDOW_WAKEUP_ACCESS_total_count,      23810301

POWER_FP_INST_WINDOW_WAKEUP_ACCESS_count,             0
POWER_FP_INST_WINDOW_WAKEUP_ACCESS_total_count,             0

POWER_L1DIREC_READ_ACCESS_count,             0
POWER_L1DIREC_READ_ACCESS_total_count,             0

POWER_L1DIREC_WRITE_ACCESS_count,             0
POWER_L1DIREC_WRITE_ACCESS_total_count,             0

POWER_L1DIREC_READ_MISS_count,             0
POWER_L1DIREC_READ_MISS_total_count,             0

POWER_L1DIREC_WRITE_MISS_count,             0
POWER_L1DIREC_WRITE_MISS_total_count,             0

POWER_L2DIREC_READ_ACCESS_count,             0
