Core, 0
Cumulative Cycles, 7997741             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.50071
Periodic Cycles, 3907918             
Periodic Instructions, 10000000            
Periodic IPC, 2.55891

BTB_ON_PATH_MISS_count,        146101
BTB_ON_PATH_MISS_pct,        9.947
BTB_ON_PATH_MISS_total_count,        312814
BTB_ON_PATH_MISS_total_pct,       10.676

BTB_ON_PATH_HIT_count,       1322759
BTB_ON_PATH_HIT_pct,       90.053
BTB_ON_PATH_HIT_total_count,       2617301
BTB_ON_PATH_HIT_total_pct,       89.324
BTB_ON_PATH_HIT_sum_count,       1468860
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       2930115
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.90
BTB_ON_PATH_HIT_stddev,         0.86
BTB_ON_PATH_HIT_total_mean,         0.89
BTB_ON_PATH_HIT_total_stddev,         0.85

BTB_OFF_PATH_MISS_count,        270491
BTB_OFF_PATH_MISS_pct,        9.818
BTB_OFF_PATH_MISS_total_count,        613482
BTB_OFF_PATH_MISS_total_pct,       10.808

BTB_OFF_PATH_HIT_count,       2484624
BTB_OFF_PATH_HIT_pct,       90.182
BTB_OFF_PATH_HIT_total_count,       5062632
BTB_OFF_PATH_HIT_total_pct,       89.192
BTB_OFF_PATH_HIT_sum_count,       2755115
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,       5676114
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.90
BTB_OFF_PATH_HIT_stddev,         0.86
BTB_OFF_PATH_HIT_total_mean,         0.89
BTB_OFF_PATH_HIT_total_stddev,         0.85

BTB_ON_PATH_WRITE_count,        106302
BTB_ON_PATH_WRITE_pct,       99.928
BTB_ON_PATH_WRITE_total_count,        221817
BTB_ON_PATH_WRITE_total_pct,       99.793

BTB_OFF_PATH_WRITE_count,            77
BTB_OFF_PATH_WRITE_pct,        0.072
BTB_OFF_PATH_WRITE_total_count,           461
BTB_OFF_PATH_WRITE_total_pct,        0.207
BTB_OFF_PATH_WRITE_sum_count,        106379
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,        222278
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         0.03
BTB_OFF_PATH_WRITE_total_mean,         0.00
BTB_OFF_PATH_WRITE_total_stddev,         0.05

BP_ON_PATH_CORRECT_count,       1422042
BP_ON_PATH_CORRECT_pct,       96.813
BP_ON_PATH_CORRECT_total_count,       2832083
BP_ON_PATH_CORRECT_total_pct,       96.654

BP_ON_PATH_MISPREDICT_count,         45763
BP_ON_PATH_MISPREDICT_pct,        3.116
BP_ON_PATH_MISPREDICT_total_count,         95848
BP_ON_PATH_MISPREDICT_total_pct,        3.271

